variavel,coef,se,t_z,pvalue
Intercept,0.575354780415253,0.18095184407778525,3.179601641240677,0.0014747763846901095
Gestao_Index_c,0.25895735293070526,1.2026298939489803,0.21532589056171517,0.829513245281635
delta_abstencao_pp_c,0.05243926773815422,0.03824065791837795,1.3712961699059214,0.170282649181
Gestao_Index_c:delta_abstencao_pp_c,-0.17486665916610328,0.23849532660842765,-0.733207906640482,0.4634316337013158
